Komoditas,Luas Panen Padi,GKP Tingkat Petani,GKP Tingkat Penggilingan,GKG Tingkat Penggilingan,Beras Medium Penggilingan,Beras Premium Penggilingan,Jagung Pipilan Kering,Kedelai Biji Kering (Lokal),Bawang Merah,Cabai Merah Keriting,Cabai Rawit Merah,Sapi (Hidup),Ayam Ras Pedaging (Hidup),Telur Ayam Ras,Stok GKG Tingkat Penggilingan,Stok Beras Tingkat Penggilingan
23/11/2022,20,4.650,5.050,5.730,9.380,10.490,4.340,9.500,19.840,17.510,22.400,52.360,21.160,24.380,50,80
24/11/2022,10,4.570,4.970,5.770,9.370,10.400,4.340,11.000,20.050,17.040,22.240,52.370,21.690,25.270,50,50
25/11/2022,10,4.570,4.970,5.740,9.370,10.400,4.380,11.000,20.980,16.680,22.030,53.350,21.330,25.360,60,50
26/11/2022,10,4.650,5.050,5.780,9.390,10.470,4.360,11.000,20.250,16.540,22.020,52.860,21.730,25.510,50,30
27/11/2022,10,4.650,5.050,5.790,9.390,10.470,4.330,11.000,20.780,16.040,21.620,53.000,21.860,25.400,50,60
28/11/2022,10,4.640,5.050,5.800,9.410,10.490,4.340,11.000,20.060,15.640,22.940,53.070,21.820,26.130,50,30
29/11/2022,10,4.580,5.020,5.790,9.410,10.450,4.270,11.000,20.290,16.540,23.810,53.190,21.850,26.310,80,40
30/11/2022,10,4.570,4.970,5.800,9.440,10.490,4.360,11.000,20.160,17.130,23.470,53.190,21.710,26.490,50,30
01/12/2022,0,4.370,4.890,5.800,9.310,10.330,4.340,11.000,20.640,16.290,23.490,53.230,21.700,26.530,70,50
02/12/2022,10,4.600,5.030,5.840,9.450,10.570,4.270,11.000,20.810,16.850,23.720,53.790,21.650,26.520,50,30
03/12/2022,0,4.640,5.050,5.830,9.360,10.540,4.290,11.000,21.590,15.470,23.080,53.530,21.600,26.760,40,20
04/12/2022,10,4.600,5.030,5.870,9.520,10.550,4.330,11.000,21.380,16.540,23.490,53.470,21.340,26.610,50,20
05/12/2022,10,4.590,4.960,5.790,9.480,10.580,4.360,11.000,20.580,17.400,23.920,53.180,21.170,26.700,60,30
06/12/2022,10,4.590,4.970,5.830,9.500,10.610,4.360,11.000,20.890,17.520,24.360,53.470,21.070,27.390,50,40
07/12/2022,10,4.620,5.000,5.840,9.570,10.440,4.330,11.000,20.740,18.080,24.290,53.250,21.540,26.870,80,40
08/12/2022,70,4.780,5.190,5.960,9.590,10.500,4.340,11.000,20.310,18.140,24.130,53.340,20.580,26.940,50,30
09/12/2022,10,4.630,5.030,5.900,9.590,10.710,4.330,11.000,19.910,18.830,25.400,52.640,21.170,26.750,80,40
10/12/2022,10,4.610,5.030,5.880,9.590,10.720,4.350,11.000,19.960,19.200,25.890,53.110,21.170,27.350,80,40
11/12/2022,10,4.630,5.030,5.880,9.590,10.720,4.350,11.000,19.980,19.050,25.800,53.200,21.870,26.760,70,40
12/12/2022,10,4.620,4.980,5.820,9.650,10.800,4.320,11.000,19.510,19.820,27.640,53.470,21.640,26.970,50,30
13/12/2022,10,4.810,5.100,5.870,9.730,10.800,4.320,11.000,20.220,19.570,29.600,53.280,21.660,26.590,60,30
14/12/2022,10,4.810,5.100,5.870,9.750,10.800,4.340,11.000,19.510,18.830,28.900,53.360,21.830,26.560,60,20
15/12/2022,10,4.680,4.980,5.860,9.760,10.760,4.340,11.000,19.510,18.710,28.840,53.300,22.140,26.380,50,40
16/12/2022,10,4.790,5.100,5.870,9.800,10.800,4.340,11.000,18.550,19.570,30.670,53.110,21.830,26.390,60,40
17/12/2022,20,4.900,5.200,5.870,9.740,11.360,4.340,11.000,19.360,19.510,29.540,53.430,22.160,25.160,60,30
18/12/2022,10,4.860,5.150,5.860,9.560,10.610,4.310,11.000,19.360,19.790,30.490,53.110,22.560,26.020,120,50
19/12/2022,20,5.010,5.330,6.050,9.730,10.860,4.390,11.000,20.970,18.550,28.780,53.150,21.960,26.150,110,70
20/12/2022,10,4.890,5.180,5.910,9.860,10.980,4.290,11.000,20.600,19.160,29.190,53.130,22.340,26.130,80,50
21/12/2022,10,4.810,5.100,5.880,9.760,10.860,4.340,11.000,20.570,18.880,29.510,53.180,22.710,25.920,80,50
22/12/2022,10,4.810,5.100,5.880,9.760,10.860,4.350,11.000,20.040,19.040,28.970,53.060,23.050,25.710,90,30
23/12/2022,10,4.740,5.220,5.910,9.770,10.910,4.340,11.000,19.380,19.020,27.370,53.240,22.750,25.690,110,30
24/12/2022,10,4.890,5.210,5.910,9.960,10.980,4.290,11.000,19.760,19.320,27.950,53.090,23.270,25.810,80,50
25/12/2022,10,4.820,5.110,5.890,9.850,10.860,4.360,11.000,20.180,18.690,27.830,53.200,22.930,25.870,90,30
26/12/2022,10,4.910,5.090,5.940,9.960,10.990,4.250,11.000,19.800,18.440,27.400,53.190,23.490,25.830,90,50
27/12/2022,10,4.830,5.000,5.960,10.000,10.940,4.320,11.000,20.220,17.940,27.920,53.320,23.030,25.610,90,30
28/12/2022,10,4.910,5.090,6.000,10.020,11.150,4.230,11.000,19.580,18.710,27.830,53.330,22.770,25.670,90,30
29/12/2022,10,4.850,5.150,6.020,10.040,10.870,4.350,11.000,20.570,18.390,29.900,52.940,23.530,25.440,80,40
30/12/2022,10,4.890,5.270,6.090,10.060,10.930,4.340,11.000,19.200,18.790,29.470,53.010,22.930,25.640,80,20
31/12/2022,10,4.980,5.370,6.150,10.290,11.170,4.290,11.000,15.760,18.450,30.790,53.180,22.500,25.130,90,50
01/01/2023,10,4.990,5.270,6.080,10.120,10.990,4.340,11.000,17.950,19.100,33.040,52.080,22.620,24.870,80,30
02/01/2023,80,5.130,5.380,6.060,10.120,11.060,4.320,11.000,18.050,20.900,35.570,52.670,22.040,24.980,80,40
03/01/2023,-,5.240,5.490,6.160,10.310,11.310,4.330,11.000,16.980,20.610,35.270,53.200,22.590,24.780,60,20
04/01/2023,0,4.860,5.240,6.140,10.180,10.960,4.410,11.000,16.980,19.700,34.960,52.270,22.270,24.680,70,30
05/01/2023,10,4.980,5.380,6.210,10.090,11.000,4.490,11.000,17.880,19.720,35.580,52.730,21.920,24.750,90,70
06/01/2023,0,4.860,5.300,6.210,10.070,11.070,4.490,11.000,18.280,19.880,37.620,52.130,21.910,24.680,80,30
07/01/2023,0,4.640,5.070,6.200,10.570,11.150,4.360,-,18.370,20.490,38.470,53.510,21.350,24.680,40,20
08/01/2023,0,4.300,4.770,6.130,10.490,11.270,4.200,-,19.050,20.630,40.190,53.320,21.300,24.680,70,30
09/01/2023,0,4.690,5.070,6.420,10.500,11.310,4.480,-,18.290,21.090,39.140,53.950,21.480,23.970,60,30
10/01/2023,10,4.880,5.250,6.330,10.300,11.250,4.390,11.000,20.420,21.770,40.320,54.340,21.590,24.650,70,20
11/01/2023,10,4.910,5.230,6.330,10.310,11.320,4.390,11.000,20.660,21.390,40.590,54.040,22.200,24.630,70,10
12/01/2023,10,4.880,5.220,6.320,10.330,11.290,4.410,11.000,21.490,21.600,42.060,53.840,21.520,24.650,60,10
13/01/2023,10,4.820,5.110,6.280,10.450,11.470,4.210,8.770,21.130,20.900,41.950,53.850,21.340,24.880,60,10
14/01/2023,10,4.780,5.060,6.250,10.520,11.590,4.260,9.080,21.230,20.460,39.140,53.720,20.560,24.690,60,20
15/01/2023,10,4.910,5.240,6.320,10.450,11.410,4.360,11.000,20.890,21.760,42.150,52.690,20.850,24.670,50,20
16/01/2023,10,4.780,5.100,6.230,10.450,11.650,4.360,9.080,21.640,22.190,41.600,53.260,21.780,24.690,50,10
17/01/2023,0,4.620,4.940,6.290,10.550,11.630,4.350,9.080,20.980,22.340,40.060,53.090,21.360,24.700,30,20
18/01/2023,10,4.850,5.230,6.330,10.490,11.480,4.370,11.000,20.780,20.890,41.460,52.910,20.710,24.420,40,20
19/01/2023,10,4.860,5.220,6.270,10.470,11.630,4.350,9.080,21.190,21.260,39.920,53.990,21.690,24.900,40,20
20/01/2023,10,4.880,5.240,6.420,10.710,11.740,4.360,9.380,21.140,20.710,39.040,54.010,21.810,24.680,60,20
21/01/2023,10,4.770,5.120,6.300,10.480,11.550,4.320,8.000,20.930,20.970,38.300,53.700,21.340,24.600,60,20
22/01/2023,10,4.840,5.150,6.260,10.590,11.620,4.320,9.080,22.360,20.070,37.360,53.910,21.210,24.660,110,20
23/01/2023,10,4.810,5.150,6.260,10.480,11.620,4.290,9.080,21.910,20.210,37.210,53.600,21.270,24.710,40,20
24/01/2023,10,4.840,5.180,6.300,10.680,11.630,4.300,9.080,21.930,20.970,37.060,53.920,20.960,24.640,40,10
25/01/2023,10,4.750,5.090,6.210,10.600,11.420,4.260,9.380,21.590,20.800,35.890,54.390,20.150,24.880,30,20
26/01/2023,10,4.770,5.110,6.200,10.580,11.350,4.310,9.080,22.330,20.800,35.920,54.080,21.090,24.220,50,20
27/01/2023,0,4.520,4.860,6.150,10.550,11.350,4.260,9.380,21.680,21.450,34.680,54.140,20.170,24.530,40,10
28/01/2023,10,4.930,5.190,6.180,10.620,11.380,4.250,9.380,21.850,20.960,34.750,54.190,20.390,24.560,40,10
29/01/2023,0,4.910,5.190,6.180,10.620,11.380,4.250,9.380,21.730,21.470,33.970,54.200,20.320,24.720,40,10
30/01/2023,0,4.700,5.170,6.140,10.630,11.380,4.290,9.380,22.570,19.810,35.430,53.780,20.510,24.720,40,10
31/01/2023,0,4.640,5.090,6.100,10.690,11.450,4.310,9.380,26.150,20.030,35.870,53.830,20.510,24.600,60,30
01/02/2023,0,4.870,5.340,6.280,10.780,11.570,4.310,9.380,25.700,19.820,35.240,53.520,21.200,23.890,30,20
02/02/2023,0,4.870,5.340,6.330,10.790,11.560,4.300,9.380,26.710,19.970,34.960,53.980,20.510,24.660,30,10
03/02/2023,0,5.090,5.440,6.420,10.790,11.540,4.280,9.670,25.630,20.080,33.940,53.850,20.240,24.520,30,10
04/02/2023,0,5.170,5.580,6.480,10.800,11.510,4.340,9.670,25.430,20.140,34.650,53.850,20.390,24.430,20,10
05/02/2023,0,5.230,5.520,6.430,10.690,11.440,4.220,8.000,26.190,18.730,34.950,53.780,20.310,24.410,30,20
06/02/2023,0,5.270,5.630,6.500,10.850,11.670,4.280,9.670,26.420,19.710,35.380,53.700,20.560,24.520,20,10
07/02/2023,0,5.300,5.700,6.570,11.060,11.750,4.260,9.380,25.410,19.790,38.120,54.060,20.490,24.630,20,20
08/02/2023,0,5.370,5.820,6.560,11.020,11.870,4.260,9.670,25.630,19.980,37.660,53.780,20.530,24.790,30,10
09/02/2023,0,5.350,5.700,6.620,11.100,11.830,4.190,9.670,24.930,20.950,38.270,53.680,20.620,24.720,20,20
10/02/2023,0,5.300,5.580,6.620,11.020,11.790,4.160,9.500,25.090,21.690,38.900,53.580,20.910,24.490,20,20
11/02/2023,0,5.370,5.790,6.670,11.020,11.710,4.110,9.000,24.210,22.070,37.210,54.000,20.810,24.520,30,20
12/02/2023,0,5.350,5.690,6.620,11.110,11.840,4.180,9.950,24.400,21.670,37.580,53.780,20.790,24.510,20,20
13/02/2023,0,5.370,5.730,6.700,11.100,11.860,4.120,9.950,25.150,22.500,37.880,53.600,21.090,24.550,20,20
14/02/2023,0,5.350,5.730,6.710,11.140,11.870,4.160,9.950,22.980,21.910,38.370,53.850,20.980,24.650,30,20
15/02/2023,0,5.300,5.670,6.810,11.130,11.870,4.170,11.000,21.530,21.780,38.460,54.390,20.650,24.780,30,20
16/02/2023,0,5.350,5.690,6.710,11.130,11.930,4.140,9.950,21.960,20.850,38.640,53.890,20.780,24.510,30,20
17/02/2023,0,5.350,5.690,6.680,11.060,11.900,4.160,9.950,22.110,21.040,39.070,53.630,20.740,24.310,30,20
18/02/2023,0,5.350,5.710,6.710,11.080,11.880,4.100,9.950,22.370,22.200,36.830,53.130,21.190,24.080,30,10
19/02/2023,0,5.300,5.740,6.710,11.050,11.910,4.100,10.220,21.570,21.780,38.100,53.820,20.710,24.270,20,10
20/02/2023,0,5.250,5.700,6.700,10.980,11.750,4.080,10.220,19.160,20.400,38.320,53.960,20.930,24.310,20,10
21/02/2023,0,5.270,5.660,6.700,11.040,11.760,4.110,10.220,19.890,21.870,40.330,53.570,20.510,24.050,40,10
22/02/2023,0,5.250,5.660,6.680,11.040,11.720,4.040,10.220,19.750,21.710,40.320,53.830,20.620,24.150,40,20
23/02/2023,0,5.300,5.720,6.760,11.040,11.790,4.060,10.450,19.360,21.780,40.720,53.810,20.130,24.150,30,10
24/02/2023,0,5.300,5.680,6.560,10.930,11.710,4.050,10.450,19.360,22.130,41.540,54.070,20.470,24.010,20,20
25/02/2023,0,5.320,5.720,6.550,10.810,11.670,4.040,10.450,20.540,23.370,43.090,53.800,20.680,24.290,20,20
26/02/2023,0,5.300,5.690,6.550,10.910,11.690,4.050,10.450,20.740,23.320,43.250,53.850,20.720,24.110,40,20
27/02/2023,0,5.230,5.690,6.650,10.950,11.690,4.050,11.500,20.870,23.690,42.540,54.600,20.350,23.940,20,10
28/02/2023,0,5.220,5.610,6.530,10.890,11.690,4.080,10.450,20.870,23.610,41.610,53.860,20.490,23.810,20,10
01/03/2023,0,5.170,5.620,6.480,10.720,11.560,4.080,10.450,20.790,23.510,42.300,54.130,20.490,23.730,40,20
02/03/2023,0,5.250,5.700,6.500,10.760,11.710,4.100,10.450,21.430,23.670,41.450,54.590,20.550,23.330,30,20
03/03/2023,0,5.170,5.660,6.510,10.700,11.580,4.110,10.170,21.320,23.060,42.070,53.930,20.610,23.500,30,10
04/03/2023,10,5.120,5.550,6.600,10.930,11.750,4.140,10.450,20.840,21.710,42.550,53.930,20.420,23.260,50,10
05/03/2023,0,5.100,5.630,6.430,10.690,11.510,4.120,10.290,20.920,21.810,42.500,53.820,20.270,23.500,40,20
06/03/2023,0,5.170,5.640,6.440,10.700,11.520,4.220,10.220,20.920,20.040,44.630,53.860,20.400,23.860,30,10
07/03/2023,0,5.120,5.540,6.440,10.680,11.500,4.200,10.220,20.840,20.150,43.260,54.440,20.460,23.540,50,10
08/03/2023,0,5.130,5.590,6.220,10.550,11.480,4.240,10.220,20.320,20.250,43.040,54.570,20.550,24.590,50,10
09/03/2023,10,4.930,5.370,6.470,10.850,11.660,4.200,10.220,20.600,20.150,44.110,54.350,20.370,24.410,70,20
10/03/2023,10,4.890,5.340,6.240,10.720,11.600,4.260,10.220,20.920,21.400,45.390,55.160,20.530,23.190,60,20
11/03/2023,0,4.850,5.180,6.190,10.490,11.320,4.260,9.500,21.100,20.950,46.670,54.740,20.770,24.560,30,10
12/03/2023,10,4.860,5.200,6.170,10.640,11.330,4.300,10.220,20.820,20.200,44.350,53.350,20.800,24.640,70,10
13/03/2023,10,4.950,5.350,6.230,10.590,11.550,4.260,10.220,20.640,19.490,48.290,54.390,21.520,24.940,50,20
14/03/2023,10,5.050,5.320,6.220,10.620,11.570,4.360,10.220,20.940,19.930,48.190,54.910,21.330,25.470,60,20
15/03/2023,10,5.030,5.350,6.300,10.620,11.600,4.360,10.450,20.830,23.340,49.050,54.340,21.800,25.870,70,20
16/03/2023,20,5.090,5.360,6.300,10.630,11.560,4.410,10.220,20.940,23.620,48.290,54.840,21.500,26.120,50,10
17/03/2023,20,5.070,5.360,6.220,10.580,11.540,4.490,10.220,20.940,23.730,48.730,55.280,21.540,26.170,60,20
18/03/2023,20,5.070,5.360,6.240,10.660,11.450,4.530,10.220,20.340,25.220,48.320,55.080,21.540,26.270,60,20
19/03/2023,20,4.920,5.270,6.200,10.640,11.570,4.670,11.000,20.940,25.310,49.390,54.980,21.520,26.690,60,20
20/03/2023,20,5.070,5.430,6.200,10.580,11.660,4.610,10.220,20.730,24.010,50.690,55.050,21.810,26.890,70,20
21/03/2023,10,5.100,5.440,6.200,10.590,11.690,4.760,10.220,20.780,24.920,49.870,55.350,22.080,26.770,60,20
22/03/2023,10,5.100,5.530,6.230,10.610,11.690,4.760,10.220,21.390,25.130,49.020,54.950,22.710,26.850,50,20
23/03/2023,20,5.010,5.450,6.160,10.560,11.600,4.760,10.220,21.350,25.340,50.710,55.310,22.560,26.810,70,20
24/03/2023,20,5.050,5.470,6.190,10.560,11.620,4.760,10.220,21.380,24.300,49.620,55.930,22.190,26.730,60,20
25/03/2023,10,5.170,5.510,6.280,10.710,11.910,4.810,10.490,21.380,24.980,48.790,55.820,22.200,26.820,30,10
26/03/2023,10,5.050,5.470,6.200,10.530,11.780,4.830,10.490,21.580,23.790,51.110,55.760,21.780,26.510,60,30
27/03/2023,20,5.050,5.470,6.200,10.560,11.760,4.830,10.490,22.210,23.510,50.700,55.420,21.420,26.430,50,20
28/03/2023,20,4.990,5.460,6.230,10.630,11.810,4.830,11.000,22.690,24.460,49.880,55.710,21.240,26.260,60,20
29/03/2023,20,5.040,5.410,6.160,10.560,11.790,4.810,10.490,22.390,21.470,45.210,54.900,20.940,26.270,60,20
30/03/2023,20,5.150,5.410,6.160,10.520,11.790,4.830,10.490,22.570,20.880,43.750,55.600,20.920,26.400,50,10
31/03/2023,20,5.130,5.380,6.170,10.480,11.790,4.760,10.490,20.920,18.680,35.120,55.900,20.810,26.080,50,20
01/04/2023,20,5.150,5.380,6.160,10.510,11.750,4.830,10.490,20.900,18.410,35.660,54.150,21.040,25.820,40,20
02/04/2023,20,5.130,5.330,6.160,10.510,11.750,4.810,10.490,21.780,19.190,36.180,55.340,20.700,25.860,50,20
03/04/2023,20,5.070,5.290,6.220,10.510,11.740,4.790,10.490,20.930,18.760,38.840,55.380,20.590,25.400,20,10
04/04/2023,20,5.120,5.340,6.080,10.590,11.780,4.790,10.490,19.860,17.740,37.560,55.900,20.820,25.220,50,30
05/04/2023,10,5.120,5.340,6.090,10.590,11.770,4.790,10.490,19.090,16.530,33.960,54.780,21.000,25.120,60,10
06/04/2023,10,5.110,5.370,6.090,10.710,11.790,4.810,10.490,19.090,17.350,33.690,55.550,20.510,25.130,60,20
07/04/2023,20,5.090,5.310,6.020,10.600,11.790,4.810,10.720,19.270,17.790,31.940,55.450,20.930,25.060,60,10
08/04/2023,20,5.080,5.270,5.980,10.790,11.840,4.770,10.490,19.630,18.020,32.300,55.410,21.160,24.760,120,40
09/04/2023,20,5.090,5.300,6.040,10.610,11.790,4.810,10.490,18.080,17.330,28.830,55.510,20.990,24.890,60,20
10/04/2023,20,5.120,5.330,6.040,10.610,11.760,4.810,10.490,18.330,17.820,28.280,55.510,21.260,24.840,70,20
11/04/2023,20,5.020,5.250,6.090,10.650,11.760,4.810,10.490,17.820,17.550,27.100,55.370,21.240,24.890,70,30
12/04/2023,30,5.110,5.360,6.170,10.640,11.680,4.720,10.490,17.010,17.040,27.560,55.780,21.440,24.900,70,20
13/04/2023,30,5.130,5.360,6.130,10.660,11.730,4.740,10.720,18.070,17.600,26.840,55.510,21.390,24.810,70,30
14/04/2023,30,5.150,5.360,6.130,10.630,11.720,4.740,10.720,16.800,17.980,31.110,55.580,21.530,24.720,80,20
15/04/2023,40,5.130,5.320,6.130,10.830,11.850,4.690,11.500,19.160,17.590,25.160,54.960,21.710,24.740,60,10
16/04/2023,40,5.130,5.360,6.130,10.700,11.770,4.720,10.720,17.030,17.930,25.170,54.850,21.920,24.290,70,20
17/04/2023,30,5.090,5.330,6.160,10.660,11.710,4.620,10.720,17.140,18.750,25.730,56.020,21.640,24.730,90,40
18/04/2023,30,5.110,5.340,6.140,10.680,11.750,4.720,10.490,16.950,17.840,24.910,56.550,22.100,24.900,70,30
19/04/2023,40,5.110,5.340,6.030,10.700,11.750,4.720,10.720,17.870,19.060,24.320,56.370,22.340,24.960,60,30
20/04/2023,30,5.120,5.360,6.140,10.730,11.780,4.710,10.720,18.470,19.700,25.410,56.290,22.530,25.090,70,20
21/04/2023,30,5.090,5.340,6.140,10.730,11.780,4.730,11.500,17.100,21.510,25.670,57.650,23.500,25.360,70,30
22/04/2023,40,5.200,5.440,6.260,10.710,11.840,4.710,10.720,17.400,22.650,26.520,57.580,23.680,25.320,60,20
23/04/2023,40,5.110,5.360,6.200,10.710,11.750,4.740,10.720,16.490,18.350,24.900,56.720,24.580,24.940,70,20
24/04/2023,40,5.110,5.330,6.200,10.710,11.750,4.740,10.720,17.290,15.100,23.790,57.110,23.190,25.200,60,20
25/04/2023,40,5.150,5.400,6.280,10.670,11.840,4.740,10.720,18.720,18.580,28.390,57.390,22.810,24.970,70,20
26/04/2023,30,5.060,5.310,6.200,10.610,11.730,4.660,10.720,20.040,19.090,28.310,55.640,23.770,25.210,90,20
27/04/2023,40,5.030,5.270,6.180,10.660,11.770,4.740,10.720,21.280,20.260,27.400,56.310,23.160,24.920,80,30
28/04/2023,40,5.030,5.280,6.200,10.660,11.760,4.810,10.720,21.190,20.040,24.260,55.230,23.350,24.860,90,20
29/04/2023,40,4.970,5.230,6.180,10.660,11.770,4.850,11.000,21.140,21.690,24.960,55.870,22.750,25.010,80,30
30/04/2023,40,5.030,5.270,6.180,10.660,11.760,4.840,10.720,19.250,18.610,22.660,55.300,23.220,25.000,100,20
01/05/2023,40,5.010,5.280,6.200,10.660,11.750,4.840,10.720,19.150,17.400,20.460,55.940,22.470,24.990,90,20
02/05/2023,30,5.030,5.260,6.200,10.670,11.770,4.890,10.720,19.170,16.510,20.650,55.800,22.250,24.500,80,30
03/05/2023,40,5.140,5.380,6.280,10.680,11.800,4.870,10.490,18.650,15.310,17.870,54.700,22.460,24.890,60,20
04/05/2023,40,4.990,5.190,6.090,10.760,11.850,4.850,10.490,18.930,13.780,17.730,54.430,22.260,25.220,70,20
05/05/2023,30,5.040,5.280,6.160,10.800,11.810,4.920,10.490,19.230,13.690,16.580,53.630,22.390,25.220,90,30
06/05/2023,40,5.150,5.330,6.160,10.800,11.910,5.090,11.000,19.770,17.050,19.950,54.500,22.070,25.470,60,30
07/05/2023,30,5.040,5.260,6.100,10.790,11.790,5.000,10.490,19.790,20.000,18.670,54.430,22.000,25.700,80,30
08/05/2023,40,5.030,5.260,6.110,10.790,11.800,5.000,10.490,18.680,13.580,16.060,53.420,22.480,25.940,60,30
09/05/2023,30,4.890,5.280,6.110,10.800,11.800,5.000,10.490,20.180,16.290,19.040,54.470,22.270,26.110,80,30
